schema_version,entity_type,slug,source,path,scan_target,agent_scan_supported,scan_status,vulnerable,severity,issue_count,issue_codes,suggested_action,review_status,evidence,scanner,scanner_version,scanned_at
1,skill,write-a-skill,imported-skill,imported-skills/mattpocock/write-a-skill/SKILL.md,imported-skills/mattpocock/write-a-skill/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,writing-beats,imported-skill,imported-skills/mattpocock/writing-beats/SKILL.md,imported-skills/mattpocock/writing-beats/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,writing-fragments,imported-skill,imported-skills/mattpocock/writing-fragments/SKILL.md,imported-skills/mattpocock/writing-fragments/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,writing-shape,imported-skill,imported-skills/mattpocock/writing-shape/SKILL.md,imported-skills/mattpocock/writing-shape/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,zoom-out,imported-skill,imported-skills/mattpocock/zoom-out/SKILL.md,imported-skills/mattpocock/zoom-out/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill,no-mistakes,imported-skill,imported-skills/no-mistakes/skills/no-mistakes/SKILL.md,imported-skills/no-mistakes/skills/no-mistakes/SKILL.md,true,not_scanned_missing_snyk_token,false,unknown,0,,Set SNYK_TOKEN and rerun ctx-agent-scan-audit so Agent Scan can produce vulnerability verdicts.,blocked-missing-token,snyk-agent-scan exits before scanning when SNYK_TOKEN is unset.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,agent,cavecrew-builder,imported-agent,imported-skills/julius-caveman/agents/cavecrew-builder.md,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,agent,cavecrew-investigator,imported-agent,imported-skills/julius-caveman/agents/cavecrew-investigator.md,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,agent,cavecrew-reviewer,imported-agent,imported-skills/julius-caveman/agents/cavecrew-reviewer.md,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,mcp-config,ctx-mcp-server,repo-mcp-config,qa/agent_scan_mcp_configs/ctx-mcp-server.json,qa/agent_scan_mcp_configs/ctx-mcp-server.json,true,not_scanned_requires_mcp_execution_consent,false,unknown,0,,"Review the MCP command(s), then rerun with --allow-mcp-execution inside a sandbox or disposable environment.",blocked-human-consent,Snyk Agent Scan warns that scanning MCP configs can execute configured stdio server commands.,Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,mcp-record,mcp_github,repo-mcp-record,src/tests/fixtures/mcp_github.json,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,"This is catalog metadata, not an executable MCP config. Review the source record manually or scan a trusted mcpServers config for the server.",pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,mcp-record,mcp_pulsemcp,repo-mcp-record,src/tests/fixtures/mcp_pulsemcp.json,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,"This is catalog metadata, not an executable MCP config. Review the source record manually or scan a trusted mcpServers config for the server.",pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,harness,optillm,imported-harness-record,imported-skills/optillm/harness-record.json,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,harness-doc,attaching-to-hosts,repo-harness-doc,docs/harness/attaching-to-hosts.md,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,harness-doc,clean-host-contract,repo-harness-doc,docs/harness/clean-host-contract.md,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,harness-doc,loopflow-adapter-demo,repo-harness-doc,docs/harness/loopflow-adapter-demo.md,,false,not_scanned_not_directly_supported_by_agent_scan,false,unknown,0,,Perform manual security review or convert the entity into an Agent Scan-supported skill/MCP target before scanning.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,skill-catalog,shipped-skills-68494,shipped-wiki-graph-artifact,graph/wiki-graph.tar.gz,,false,not_scanned_catalog_scale_requires_designated_snyk_api,false,unknown,0,,Use Snyk-designated APIs or staged sample batches before attempting full registry-scale Agent Scan ingestion.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,agent-catalog,shipped-agents-467,shipped-wiki-graph-artifact,graph/wiki-graph.tar.gz,,false,not_scanned_catalog_scale_requires_designated_snyk_api,false,unknown,0,,Use Snyk-designated APIs or staged sample batches before attempting full registry-scale Agent Scan ingestion.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,mcp-catalog,shipped-mcps-10790,shipped-wiki-graph-artifact,graph/wiki-graph.tar.gz,,false,not_scanned_catalog_scale_requires_designated_snyk_api,false,unknown,0,,Use Snyk-designated APIs or staged sample batches before attempting full registry-scale Agent Scan ingestion.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
1,harness-catalog,shipped-harnesses-207,shipped-wiki-graph-artifact,graph/wiki-graph.tar.gz,,false,not_scanned_catalog_scale_requires_designated_snyk_api,false,unknown,0,,Use Snyk-designated APIs or staged sample batches before attempting full registry-scale Agent Scan ingestion.,pending-supported-scanner-or-manual-review,"Agent Scan direct path support is limited to MCP configs, direct MCP specs, skill directories, and SKILL.md files.",Snyk Agent Scan,installed,2026-07-03T15:59:19.593716+00:00
