bug_id,duplicate_of,severity,journey,title,file,line,category,what_breaks,repro,suggested_fix,found_by,verification,verification_evidence,reported_in_journeys,fix_status,fix_commit,retest_evidence
FITBUG-013,,P1,trials,An inconclusive trial is counted as a candidate failure and aborts the whole candidate,src/ctx/fit/execution.py,67,verdict-correctness,"`counts_toward_reliability` includes `""inconclusive""`, so a trial that by definition taught us nothing lands in the reliability denominator as a non-verified trial — precisely the ""blame the candidate for a timeout"" failure the design forbids (live_runner.py:41 says ""Exceeding this is an inconclusive trial, not a failed one: we learned nothing about the candidate""). With the default floor of 1.0 the very first inconclusive trial drives reliability to 0.0, `_can_still_qualify` returns False, and every remaining trial is skipped. Reproduced: a candidate that would have verified 8/8 subsequent trials is reported as ""verified 0/1 trials"", excluded, 8 trials skipped, verdict `no-verdict`. A single verification timeout on one task therefore destroys the evidence for a working configuration and can hand the recommendation to a more expensive rival.","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
$CTX/.venv/bin/python - <<'PY'
from ctx.fit.execution import execute_trials, TrialResult
from ctx.fit.candidates import CandidateConfiguration
from ctx.fit.tasks import FitTask
from ctx.fit.recommend import recommend
def task(i):
    return FitTask(task_id=f""t{i}"", title=""t"", source=""historical-revert"", provenance=""commit x"",
                   source_paths=(""a.py"",), test_paths=(""test_a.py"",), verify_command=(""true"",), starts_red=True)
cands = (CandidateConfiguration(candidate_id=""baseline"", role=""baseline"", capability_ids=(), model=None, instructions=(), selection_reason=""""),)
tasks = (task(1), task(2), task(3))
n = {""i"": 0}
def runner(c, t, i):
    n[""i""] += 1
    if n[""i""] == 1:   # the verification of the first trial timed out
        return TrialResult(candidate_id=c.candidate_id, task_id=t.task_id, trial_index=i,
                           outcome=""inconclusive"", cost_usd=0.10, detail=""verification did not complete: timed out"")
    return TrialResult(candidate_id=c.candidate_id, task_id=t.task_id, trial_index=i, outcome=""verified"", cost_usd=0.10)
rep = execute_trials(cands, tasks, runner, trials_per_task=3)
o = rep.outcomes[0]
print(""run:"", rep.trials_run, ""skipped:"", rep.trials_skipped)
print(""reliability:"", o.reliability, ""is_reliable:"", o.is_reliable)
print(""verdict:"", recommend(rep, cands, task_count=3, trials_per_task=3).verdict)
PY

# Observed:
# run: 1 skipped: 8
# reliability: 0.0 is_reliable: False
# verdict: no-verdict","Drop `""inconclusive""` from `counts_toward_reliability` so it behaves like `infrastructure-failure` (not the candidate's fault, excluded from the denominator), and surface the count of inconclusive trials in the report/limitations so the reader knows evidence was lost rather than silently reweighted.",journey finder,CONFIRMED by execution,"Reproduced exactly: run 1, skipped 8, reliability 0.0, is_reliable False, verdict no-verdict — a candidate that would have verified 8/8 subsequent trials was destroyed by one timeout. execution.py:67 includes 'inconclusive' in counts_toward_reliability, contradicting live_runner.py:41 ('we learned nothing about the candidate'). With floor 1.0, _can_still_qualify reduces to verified==completed, so the first inconclusive trial is terminal.",trials,Fixed,(pending commit),"PASS (apply_exec lane, accepted by paired reviewer): FITBUG-013 - an inconclusive trial was scored as a candidate failure. 'inconclusive' is out of TrialResult.counts_toward_reliability, so a verification timeout no longer drives reliability to 0.0 and no longer triggers adaptive abandonment of the remaining trials (repro: run 1/skipped 8 becomes run 9/skipped 0). The lost evidence is disclosed as a recommendation limitation rather than silently reweighted."
FITBUG-014,,P1,budget,Refusal reason blames missing tests when the real cause is an unopenable capability catalog,src/ctx/fit/experiment.py,248,wrong-refusal-reason,"`if not profile.is_fit_evaluable or candidates.abstained:` collapses two unrelated causes into `blocked-not-evaluable`, whose fixed explanation is ""this repository has no runnable tests, so no candidate could be verified"". `candidates.abstained` is also set when the shipped catalog cannot be opened (cli/fit.py:228-231, reason ""the capability catalog could not be opened"") or when the planner found nothing relevant (candidates.py:236-248). `CandidateSet.abstention_reason` is computed and then thrown away -- `ExperimentPlan` has no field for it, so the true cause never reaches the user or the JSON. The result is output that contradicts itself three lines apart: ""This repository can be evaluated: it has deterministic tests"" followed by ""Not runnable: this repository has no runnable tests."" A user acts on this by adding tests to a repository that already has them, while the actual fault -- a broken CTX installation, which `ctx doctor` would find -- goes unmentioned.","CTXROOT=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
W=/tmp/ctx-fit-repro   # scaffold from finding 1 must exist
rm -rf $W/shadow; mkdir -p $W/shadow
rsync -a --exclude '__pycache__' ""$CTXROOT/src/"" ""$W/shadow/src/""
rm -f $W/shadow/src/ctx/assets/runtime-availability.json   # simulate an incomplete install
cd $W/repo
PYTHONPATH=$W/shadow/src env -u OPENAI_API_KEY -u ANTHROPIC_API_KEY -u CTX_FIT_API_KEY \
  $CTXROOT/.venv/bin/python -m ctx fit . --test --budget 1 | grep -E ""can be evaluated|Candidates:|Not runnable""
#   This repository can be evaluated: it has deterministic tests, ...
#     Candidates:        0
#   Not runnable: this repository has no runnable tests, so no candidate could be verified.","Split the decision: keep `blocked-not-evaluable` for `not profile.is_fit_evaluable`, and add a distinct decision (e.g. `blocked-no-candidates`) for `candidates.abstained`. Carry `candidates.abstention_reason` onto `ExperimentPlan` and render it instead of the canned explanation, so the refusal names the cause it actually observed.",journey finder,CONFIRMED by execution,"With a shadow install (`rsync` of src/, then `rm src/ctx/assets/runtime-availability.json`), `python -m ctx fit . --test --budget 1` printed, three lines apart: `This repository can be evaluated: it has deterministic tests, ...`, `Candidates: 0`, and `Not runnable: this repository has no runnable tests, so no candidate could be verified.` experiment.py:248 collapses `not profile.is_fit_evaluable or candidates.abstained` into one decision, and `CandidateSet.abstention_reason` (set to ""the capability catalog could not be opened"" at cli/fit.py:230 and 328) has no field on `ExperimentPlan`, so it never reaches the user or the JSON.",budget,Fixed,(pending commit),"PASS (plan_tasks lane, accepted by paired reviewer): FITBUG-014 (P1, experiment.py) — the refusal blamed missing tests for an unopenable capability catalog. Reproduced: on an evaluable repo with CandidateSet(abstained=True, abstention_reason='the capability catalog could not be opened'), the plan reported blocked-not-evaluable / ""this repository has no runnable tests"", contradicting the same run's ""This repository can be evaluated: it has deterministic tests"". Split the collapsed condition: `not profile.is_fit_evaluable` keeps blocked-not-evaluable, `candidates.abstained` now gets a new `blocked-no-candidates`, and a new `ExperimentPlan.cause` f"
FITBUG-015,,P1,budget,The budget gate fails open on a non-numeric budget: `--budget nan` is reported ready and executes,src/ctx/fit/experiment.py,259,,"`elif cost.high_usd is not None and cost.high_usd > budget_usd` is the only over-budget check. IEEE comparison against NaN is always False, so a NaN budget skips `blocked-over-budget` and falls through to `decision = 'ready'`. `--budget` is `type=float` (cli/fit.py:76-84) and argparse happily parses 'nan' and 'inf'. The plan is then executed with a budget that cannot be enforced against any cost, in a module whose docstring states 'A budget cannot be enforced against an unknown number, so a plan with unknown cost and a budget is blocked, not waved through.' NaN is precisely an unenforceable number and it is waved through. `--budget inf` is the same shape, with the difference that a user typing 'inf' at least means something.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,budget,Fixed,(pending commit),"PASS (plan_tasks lane, accepted by paired reviewer): FITBUG-015 (P1, experiment.py) — the budget gate failed open on a non-numeric budget. Reproduced on current code: plan_experiment(..., budget_usd=float('nan')) returned decision='ready', can_execute=True, and `python -m ctx fit . --budget nan` printed ""Ready to run"" for a priced $0.73-$1.94 plan. Cause: `cost.high_usd > budget_usd` is False for every NaN comparison, so NaN skipped blocked-over-budget and fell through to 'ready'. Added a `math.isfinite(budget_usd)` check and a new `blocked-invalid-budget` decision between blocked-no-budget and blocked-unknown-cost. `--budget inf` is refused by "
FITBUG-016,,P1,trials,"With a normal editable install the workspace's tests exercise the user's original source tree, not the copy",src/ctx/fit/live_runner.py,103,isolation,"The copy omits `.venv` and nothing re-points the interpreter at the workspace, so on the standard Python layout (`pip install -e .`, src-layout) the editable finder resolves the package to an absolute path in the user's original repository. Reproduced: inside the workspace, `import demo3` returned `<user repo>/src/demo3/__init__.py` and `hasattr(demo3,'mul')` was True even though the workspace copy has `mul` reverted; `pytest` in the workspace passed 2/2 and the trial returned `infrastructure-failure: task did not start red`. Two consequences: (1) every historical-revert task is discarded on the most common Python setup, so the experiment can never produce evidence (and, per the cost finding above, that also blanks every candidate's cost); (2) the isolation claim is false in the read direction — the agent is handed a Python environment whose module paths point straight at the user's working tree, so any file it opens via `module.__file__` is the user's real source.","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
T=$(mktemp -d /tmp/ctxfit-editable-XXXX); cd $T
git init -q proj && cd proj && git config user.email a@a && git config user.name a
mkdir -p src/demo3 tests
cat > pyproject.toml <<'EOF'
[build-system]
requires = [""setuptools>=68""]
build-backend = ""setuptools.build_meta""
[project]
name = ""demo3""
version = ""0.1.0""
[tool.setuptools.packages.find]
where = [""src""]
[tool.pytest.ini_options]
testpaths = [""tests""]
EOF
printf 'def add(a, b):\n    return a + b\n' > src/demo3/__init__.py
printf 'from demo3 import add\ndef test_add(): assert add(1,2)==3\n' > tests/test_demo3.py
git add -A && git commit -qm init
printf 'def add(a, b):\n    return a + b\n\ndef mul(a, b):\n    return a * b\n' > src/demo3/__init__.py
printf '\nfrom demo3 import mul\ndef test_mul(): assert mul(2,3)==6\n' >> tests/test_demo3.py
git add -A && git commit -qm ""feat: add mul""
python3 -m venv $T/venv >/dev/null && $T/venv/bin/pip -q install pytest -e .
PATH=""$T/venv/bin:$PATH"" $CTX/.venv/bin/python - ""$T/proj"" <<'PY'
import sys, subprocess, tempfile
from pathlib import Path
from ctx.fit.live_runner import _prepare_workspace
from ctx.fit.tasks import derive_tasks
repo = sys.argv[1]
t = derive_tasks(repo, verify_command=(""python"",""-m"",""pytest"",""-q""), limit=1).tasks[0]
with tempfile.TemporaryDirectory() as d:
    ws = Path(d)/""repo""
    print(""prepare:"", _prepare_workspace(Path(repo), t, ws))
    print(""workspace file on disk:"", (ws/'src'/'demo3'/'__init__.py').read_text().replace(chr(10),'\\n'))
    print(subprocess.run([""python"",""-c"",""import demo3;print('IMPORTED FROM:',demo3.__file__);print('HAS mul:',hasattr(demo3,'mul'))""],cwd=ws,capture_output=True,text=True).stdout)
    r = subprocess.run([""python"",""-m"",""pytest"",""-q""],cwd=ws,capture_output=True,text=True)
    print(""pytest in workspace ->"", r.returncode, r.stdout.strip().splitlines()[-1])
PY

# Observed:
# workspace file on disk: def add(a, b):\n    return a + b\n      <- mul reverted
# IMPORTED FROM: /tmp/ctxfit-editable-XXXX/proj/src/demo3/__init__.py   <- the USER'S tree
# HAS mul: True
# pytest in workspace -> 0 2 passed","Make the workspace self-contained before judging it: create a fresh environment inside the copy and install the copy (`python -m venv <ws>/.venv && <ws>/.venv/bin/pip install -e <ws>`), or at minimum assert isolation by checking that the module under test resolves inside the workspace (e.g. run the verify command with `PYTHONPATH`/`PYTHONNOUSERSITE` scoped to the copy and abort as an infrastructure-failure if any imported source path lies outside it).",journey finder,CONFIRMED by execution,"Reproduced exactly with `pip install -e .` on a setuptools src-layout project: workspace file on disk was the reverted 'def add(a, b): return a + b', but inside the workspace `import demo3` gave IMPORTED FROM: /private/tmp/.../proj/src/demo3/__init__.py (the user's tree) with HAS mul: True, and `python -m pytest -q` in the workspace exited 0 with '2 passed'. So the trial returns infrastructure-failure ('task did not start red') on the most common Python layout, and the agent is handed an interpreter whose module paths resolve into the user's working tree.",trials,Deferred,(pending commit),"DEFERRED: Still fully reproduces (I re-ran the tracker's repro verbatim: workspace file on disk is the reverted source, but `import demo3` inside the workspace resolves to the user's real tree with HAS mul: True, and pytest exits 0 there). It is real and unfixed. The fix is a design decision I will not make unilaterally: making the workspace self-contained means building and populating a Python environment per trial (venv + install, network, minutes per trial, Python-only) or inventing an isolation assertion that knows which module is under test. The 'at minimum' mitigation in the suggested fix does not work - a setuptools editable install installs a MetaPathFinder via .pth, which runs before PathFind"
FITBUG-017,,P1,trials,"The revert is applied to HEAD, not to the task's commit, so a task silently demands every later change to the same file",src/ctx/fit/live_runner.py,116,,"live_runner.py:10 claims ""a throwaway copy of the repository at a pinned commit"" and :91-95 claims it reverts ""the task's source change"". Neither is true: the copy is the working tree at HEAD, and `git checkout <sha>^ -- <paths>` rewinds those files all the way back past every commit that touched them since <sha>. For any task older than the most recent qualifying commit, the workspace therefore loses work the task never mentions while retaining the tests for it, and the agent — given only the commit subject as the title and the file list as files_to_change — is asked to reimplement all of it, then scored 'failed' and charged against the reliability floor for work it was never told about. Task difficulty grows with the task's age in history, which is exactly the bias that makes derived tasks worthless as a comparator. The reviewer's F12 noticed the copy is 'the dirty tree, not a pinned commit' but only pursued the .env/WIP angle; this is the damaging half.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,trials,Already Fixed,(pending commit),"Re-validated against current code: no longer reproduces. Closed by the P0 work, not by this lane. Reviewer independently upheld the dismissal."
FITBUG-018,,P1,budget,"The red gate only checks that the suite exits non-zero, so one unrelated failing test makes every candidate fail after real spend",src/ctx/fit/live_runner.py,159,,"The gate is `code, _ = _run(task.verify_command, workspace, ...)` followed by `if code == 0: infrastructure-failure`. Any non-zero exit is accepted as 'this task starts red', including a repository that has a pre-existing unrelated failure (a flaky test, a test needing network, a test broken on this machine). The post-agent check at line 181-190 is the same whole-suite command, so it also returns non-zero no matter how perfectly the agent solved the task, and every trial for every candidate records `outcome=failed, detail='repository tests still failing'`. The report then states 'No candidate reached the reliability floor, so none has been shown to work on this repository' (recommend.py:190-192) — a confident, false claim about the user's configurations, produced after the campaign has spent. The module docstring presents the red gate as the safeguard against exactly this class of invalid task; it does not detect it because it never checks that the task's own tests are the ones failing.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,budget,Fixed,(pending commit),"PASS (live_runner lane, accepted by paired reviewer): FITBUG-018 - the red gate now requires a green-to-red swing, not just a non-zero exit. `run` materializes the task's commit, runs the verify command on that untouched tree, and returns `infrastructure-failure` unless it exits 0; only then is the source change reverted and the redness gate applied. A repository with one pre-existing unrelated failure now aborts the trial before any agent is hired instead of recording every candidate as `failed`."
FITBUG-019,,P1,trials,"Red gate treats ""the test runner could not run"" as red, so a perfect agent is scored as a failure",src/ctx/fit/live_runner.py,160,verdict-correctness,"The red gate only rejects `code == 0`; every other exit code — including ""No module named pytest"" (exit 1), a collection error, or a missing interpreter — is accepted as proof the task starts red. Meanwhile `_prepare_workspace` deliberately excludes `.venv` from the copy (line 103) and the discovered command is bare `('python','-m','pytest','-q')` (verification.py:162), so on any repository whose test dependencies live in a virtualenv the copy has no runnable test environment at all. Net effect, reproduced: an agent that implements the reverted feature *exactly* is recorded `outcome='failed'`, `counts_toward_reliability=True`, and is billed for the trial. With the default reliability floor of 1.0 the candidate is then abandoned and the CLI prints ""No candidate reached the reliability floor, so none has been shown to work on this repository"" — a confidently wrong verdict, after spending the budget, caused entirely by the workspace lacking an environment.","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
T=$(mktemp -d /tmp/ctxfit-red-XXXX); cd $T
git init -q proj && cd proj && git config user.email a@a && git config user.name a
mkdir src tests
printf '[project]\nname=""p""\nversion=""0""\n[tool.pytest.ini_options]\ntestpaths=[""tests""]\n' > pyproject.toml
printf 'def add(a,b):\n    return a+b\n' > src/calc.py
printf 'import sys,os\nsys.path.insert(0,os.path.join(os.path.dirname(__file__),"".."",""src""))\nfrom calc import add\ndef test_add(): assert add(1,2)==3\n' > tests/test_calc.py
git add -A && git commit -qm init
printf 'def add(a,b):\n    return a+b\n\ndef mul(a,b):\n    return a*b\n' > src/calc.py
printf '\ndef test_mul():\n    from calc import mul\n    assert mul(2,3)==6\n' >> tests/test_calc.py
git add -A && git commit -qm ""feat: add mul""
python3 -m venv .venv >/dev/null && .venv/bin/pip -q install pytest   # the project's env, which the copy omits
python3 -m venv $T/plain >/dev/null                                    # so `python` in the copy has no pytest
PATH=""$T/plain/bin:$PATH"" $CTX/.venv/bin/python - ""$T/proj"" <<'PY'
import sys
from ctx.fit.profile import build_fit_profile
from ctx.fit.live_runner import make_live_runner, AgentOutcome
from ctx.fit.tasks import derive_tasks
from ctx.fit.candidates import CandidateConfiguration
repo = sys.argv[1]
verify = build_fit_profile(repo).verification.best(""test"").command
print(""discovered verify command:"", verify)
task = derive_tasks(repo, verify_command=verify, limit=1).tasks[0]
def perfect_agent(inv):
    (inv.workspace/""src""/""calc.py"").write_text(""def add(a,b):\n    return a+b\n\ndef mul(a,b):\n    return a*b\n"")
    print(""agent implemented the reverted feature exactly, billed $0.42"")
    return AgentOutcome(completed=True, cost_usd=0.42)
c = CandidateConfiguration(candidate_id=""c1"", role=""baseline"", capability_ids=(), model=None, instructions=(), selection_reason="""")
r = make_live_runner(repo, perfect_agent)(c, task, 0)
print(""outcome:"", r.outcome, ""|"", r.detail, ""| blamed on candidate:"", r.counts_toward_reliability)
PY

# Observed:
# discovered verify command: ('python', '-m', 'pytest', '-q')
# outcome: failed | repository tests still failing | blamed on candidate: True","Before reverting anything, run the verify command once on the untouched copy and require exit 0 (a ""green baseline"" check); if it does not pass, return `infrastructure-failure` — the workspace cannot judge anything. Additionally distinguish ""runner did not execute"" from ""tests failed"" (check for the runner's own error signature / use `sys.executable` or an explicitly configured interpreter rather than bare `python`), and never let a non-executing runner satisfy the red gate.",journey finder,CONFIRMED by execution,"Reproduced verbatim: discovered verify command ('python','-m','pytest','-q'); an agent that wrote the exact reverted feature was recorded outcome='failed', detail='repository tests still failing', counts_toward_reliability=True, cost 0.42. Root cause confirmed independently: in the copy (which excludes .venv per live_runner.py:103) `python -m pytest -q` prints 'No module named pytest' and EXIT=1, and live_runner.py:160 rejects only code==0. I also confirmed a case they did not name: `_run` returns code=None on TimeoutExpired/OSError (live_runner.py:83-86), and `None == 0` is False, so a verify-command timeout at the gate is also read as 'the task starts red' and the agent is invoked and billed.",trials,Fixed,(pending commit),"PASS (live_runner lane, accepted by paired reviewer): FITBUG-019 - the same green baseline catches ""the test runner could not run here"" (missing pytest, missing interpreter, collection error): those exit non-zero on the untouched commit, so the trial is an infrastructure failure rather than a billed candidate failure. Additionally closed the sub-claim the reviewer confirmed separately: `_run` returns `code=None` on timeout/OSError and `None == 0` is False, so an unfinished verify run used to satisfy the red gate. The gate now rejects `code is None` explicitly with 'redness is unproven'."
FITBUG-020,,P1,budget,A harness that never ran is scored as a candidate failure instead of an infrastructure failure,src/ctx/fit/live_runner.py,188,correctness,"The `AgentOutcome` returned by the driver is used only for token/cost fields (lines 194-197); `agent.completed` and `agent.detail` are discarded. A driver that reports `completed=False` with `detail=""harness could not run: ...""` (providers.py:94) means no agent attempt happened at all -- that is not the agent ""claiming"" anything, it is the rig failing. The code still runs the verify command, sees red, and records `outcome=""failed"", detail=""repository tests still failing""`, which counts toward reliability (execution.py:67) and excludes the candidate. Every provider outage, auth rejection, rate limit, or harness argv error is therefore silently converted into evidence that the configuration does not work. The `infrastructure-failure` outcome exists for exactly this and is only used for workspace and red-gate problems.","# same repro as finding 2 -- the per-trial detail block prints:
#   revert-<sha> -> failed | repository tests still failing
# while the driver subprocess exited 2 without contacting a model:
CTXROOT=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
W=/tmp/ctx-fit-repro; cd $W/repo
$CTXROOT/.venv/bin/python - <<'PY'
import subprocess, os
from pathlib import Path
from ctx.fit.live_runner import AgentInvocation
from ctx.fit.providers import _prompt
inv = AgentInvocation(workspace=Path(""."").resolve(), task_title=""add mul() helper"",
                      files_to_change=(""src/demo/calc.py"",), verify_command=(""python"",""-m"",""pytest"",""-q""),
                      capability_ids=(), model=None)
bin = ""/Users/steves/Steves_Files/Work/Research_and_Papers/ctx/.venv/bin/ctx""
p = subprocess.run([bin,""run"",""--json"",""--max-iterations"",""25"",""--budget-usd"",""2.0"",_prompt(inv)],
                   capture_output=True, text=True, cwd=""."")
print(""driver returncode:"", p.returncode)   # 2 -> AgentOutcome(completed=False)
print(p.stderr.strip().splitlines()[-1])
PY","In `live_runner.run`, when `agent.completed` is False and the driver reported a harness-level failure, return `result(""infrastructure-failure"", detail=agent.detail)` before re-running verification. Keep ignoring `completed` when the agent merely claims success -- that is the property worth protecting -- but do not treat ""we could not run an agent"" as ""the agent tried and lost"".",journey finder,CONFIRMED by execution,"live_runner.py:192-198 passes only `agent.input_tokens`, `agent.output_tokens`, `agent.cost_usd` into the result; `agent.completed` and `agent.detail` are never read after line 176. The trial I drove directly returned `outcome=failed, detail='repository tests still failing'` while the underlying `ctx run` subprocess exited 2 without contacting a provider. `TrialResult.counts_toward_reliability` (execution.py:64-67) includes `failed`, so it counts against the candidate, and recommend.py:137-141 excludes it with `verified 0/1 trials`.",budget,Already Fixed,(pending commit),"Re-validated against current code: no longer reproduces. Closed by the P0 work, not by this lane. Reviewer independently upheld the dismissal."
FITBUG-021,,P1,budget,The trial workspace hands the agent the original solution: `git checkout HEAD -- <source paths>` turns the task green,src/ctx/fit/live_runner.py,98,contamination,"`shutil.copytree` copies the repository including `.git`, and the revert at line 116-120 (`git checkout {sha}^ -- <source paths>`) writes through the index. The agent's workspace therefore opens with the reverted file *staged*: `git status` flags it and `git diff --cached` prints the original implementation verbatim as a reverse diff. The task is then solvable with a single command that writes no code -- `git checkout HEAD -- src/demo/calc.py` -- after which the repository's own tests pass and `live_runner` records `outcome=""verified""`. This directly contradicts the docstrings at live_runner.py:47-48 (""What an agent is asked to do, with no hint of the original solution"") and providers.py:36-37 (""Describe the task without disclosing how it was originally solved""). tasks.py:19-23 discloses contamination only as ""may exist in a model's training data""; the far stronger leak -- the answer is in the working copy's index -- is neither disclosed nor mitigated, and every candidate can exploit it equally, so the whole comparison measures nothing.","CTXROOT=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
W=/tmp/ctx-fit-repro; cd $W/repo   # scaffold from finding 1
$CTXROOT/.venv/bin/python - <<'PY'
from pathlib import Path; import shutil
from ctx.fit.live_runner import _prepare_workspace
from ctx.fit.tasks import derive_tasks
t = derive_tasks('.', verify_command=('python','-m','pytest','-q'), limit=1).tasks[0]
ws = Path('/tmp/ctx-fit-repro/ws'); shutil.rmtree(ws, ignore_errors=True)
print('prepare error:', _prepare_workspace(Path('.').resolve(), t, ws))
PY
cd $W/ws
git status --short          # ""M  src/demo/calc.py""  (staged)
git diff --cached          # prints the original mul() implementation
$CTXROOT/.venv/bin/python -m pytest -q | tail -2        # red: 1 error during collection
git checkout HEAD -- src/demo/calc.py                   # the entire ""solution""
$CTXROOT/.venv/bin/python -m pytest -q | tail -2        # 2 passed","Build the workspace from an export rather than a copy of the live tree: `git archive` (or `git worktree add --detach` followed by removing `.git`) at `sha`, apply the source revert as a plain working-tree edit with no index entry and no history present. If history must stay for the agent's benefit, the leak has to be stated in the report as a first-class limitation, not left in a training-data caveat.",journey finder,CONFIRMED by execution,"After `_prepare_workspace`, the workspace showed `git status --short` = `M  src/demo/calc.py` (staged) and `git diff --cached` printed the original `mul()` implementation verbatim as a reverse diff. `pytest -q` was red (1 collection error); `git checkout HEAD -- src/demo/calc.py` then made it `2 passed`. That single command writes no code and would be recorded as `outcome=verified`. This contradicts live_runner.py:48 (""with no hint of the original solution"") and providers.py:37.","budget, trials",Already Fixed,(pending commit),"Re-validated against current code: no longer reproduces. Closed by the P0 work, not by this lane. Reviewer independently upheld the dismissal."
FITBUG-021.dup1,FITBUG-021,P1,budget,"The trial workspace is the live working tree at HEAD, not a copy at the task's commit, so older tasks silently demand every later change to the same files",src/ctx/fit/live_runner.py,98,,"live_runner.py:9-11 promises 'its own throwaway copy of the repository at a pinned commit'. What `_prepare_workspace` actually does is `shutil.copytree(repo, ...)` of the current working tree (HEAD plus any uncommitted files) and then `git checkout <sha>^ -- <source paths>` (line 116-120). For a task derived from any commit older than HEAD, that reverts the named files past every subsequent change to them while leaving HEAD's tests in place. The agent is given only the original commit subject and the file list, so it is asked to 'add feature1' when the retained suite also requires feature2 and everything else that touched that file since. Tasks therefore get progressively more impossible the further back derivation reaches, biasing every candidate toward `failed` — and the user pays per trial for it. Separately, a dirty working tree is copied verbatim into the workspace the agent operates in. This is distinct from finding 6: that one is about history and the index leaking the answer, this one is about the tree's *content* being the wrong state entirely.",,,paired reviewer,"UNVERIFIED - reported by the paired reviewer, not itself adversarially checked",,,Already Fixed,,
FITBUG-021.dup2,FITBUG-021,P2,trials,"The ""throwaway copy at a pinned commit"" is a verbatim copy of the dirty working tree, including .env, and survives SIGTERM",src/ctx/fit/live_runner.py,98,isolation,"The module claims (line 10) each trial runs ""in its own throwaway copy of the repository at a pinned commit"". It is actually a copy of whatever is on disk right now: uncommitted edits and untracked files are copied and only `task.source_paths` are reverted, so a user's half-finished refactor is what the agent sees and what the repository's tests judge (and a WIP that breaks the suite makes every trial `failed`). Reproduced in one run: an untracked `src/scratch_wip.py` was present in the workspace, and a `.env` containing `OPENAI_API_KEY=sk-REAL-SECRET-123` was copied verbatim into the workspace and handed to the agent subprocess (the ignore list at line 103 covers only `.venv`, `node_modules` and caches). Separately, `tempfile.TemporaryDirectory` cleanup does not survive SIGTERM: after `kill -TERM` mid-trial the workspace — secrets included — remained at `$TMPDIR/ctx-fit-trial-*/repo/.env` (the parent dir is 0700, so this is persistence rather than a cross-user leak).","CTX=/Users/steves/Steves_Files/Work/Research_and_Papers/ctx
T=$(mktemp -d /tmp/ctxfit-copy-XXXX); cd $T
git init -q proj && cd proj && git config user.email a@a && git config user.name a
mkdir src tests
printf '[project]\nname=""p""\nversion=""0""\n' > pyproject.toml
printf 'def add(a,b):\n    return a+b\n' > src/calc.py
printf 'def test_add(): assert 1\n' > tests/test_calc.py
git add -A && git commit -qm init
printf 'def add(a,b):\n    return a+b\n\ndef mul(a,b):\n    return a*b\n' > src/calc.py
printf 'def test_mul(): assert 1\n' >> tests/test_calc.py
git add -A && git commit -qm ""feat: add mul""
printf 'OPENAI_API_KEY=sk-REAL-SECRET-123\n' > .env          # untracked secret
printf '# uncommitted work in progress\nBROKEN(\n' > src/scratch_wip.py
cat > $T/slow.py <<'PY'
import sys, time
from ctx.fit.live_runner import make_live_runner, AgentOutcome
from ctx.fit.tasks import derive_tasks
from ctx.fit.candidates import CandidateConfiguration
repo = sys.argv[1]
t = derive_tasks(repo, verify_command=(""false"",), limit=1).tasks[0]
def slow(inv):
    ws = inv.workspace
    print(""WORKSPACE"", ws, flush=True)
    print(""  .env copied:"", (ws/'.env').read_text().strip(), flush=True)
    print(""  uncommitted WIP copied:"", (ws/'src'/'scratch_wip.py').exists(), flush=True)
    time.sleep(60)
    return AgentOutcome(completed=True)
c = CandidateConfiguration(candidate_id=""c1"", role=""baseline"", capability_ids=(), model=None, instructions=(), selection_reason="""")
make_live_runner(repo, slow)(c, t, 0)
PY
$CTX/.venv/bin/python $T/slow.py ""$T/proj"" > $T/out.txt 2>&1 &
PID=$!; sleep 5; cat $T/out.txt
WS=$(awk '/WORKSPACE/{print $2}' $T/out.txt); kill -TERM $PID; sleep 2
echo ""workspace survived SIGTERM: $([ -d ""$WS"" ] && echo YES || echo no)""; cat ""$WS/.env""

# Observed:
#   .env copied: OPENAI_API_KEY=sk-REAL-SECRET-123
#   uncommitted WIP copied: True
# workspace survived SIGTERM: YES
# OPENAI_API_KEY=sk-REAL-SECRET-123","Materialize the workspace from the pinned commit (`git archive <sha> | tar -x`, then restore the retained test files) instead of copying the live tree, so uncommitted state and untracked secrets never enter a trial; and install a SIGTERM/SIGINT handler (or an `atexit`-registered cleanup keyed on the temp path) that removes `ctx-fit-trial-*` before exiting.",journey finder,CONFIRMED by execution,"All three sub-claims reproduced in one run: '.env copied: OPENAI_API_KEY=sk-REAL-SECRET-123', 'uncommitted WIP copied: True', and after `kill -TERM` mid-trial 'workspace survived SIGTERM: YES' with the .env still readable at $TMPDIR/ctx-fit-trial-*/repo/.env. ignore_patterns at live_runner.py:102-104 covers only .venv/node_modules/caches.",,Already Fixed,,
